Date,Source,Search term,URL,Title,Brief,Article
2023-04-14,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/ECE15572950/stop-udbredelsen-af-digitale-masseoedelaeggelsesvaaben-nu/,Stop udbredelsen af digitale masse-ødelæggelsesvåben – NU!,For få uger siden blev den meget omtalte ChatGPT – den kunstige intelligens’ frontlinje mod menigmand,"Kunstig intelligens udvikler sig så ukontrolleret, at selvlærende robotter i de forkerte hænder er en alvorlig trussel mod menneskeheden.
Da panikken toppede i ministeriet, var samfundet allerede brudt sammen. Ingen it-systemer virkede. Kommunikationen med andre myndigheder, borgere og virksomheder frøs fast. Driften af vitale knudepunkter måtte indstilles. Kort sagt var de nationale myndighederofflineog ude af stand til at servicere nogen som helst.
Regeringen"
2023-09-21,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/kultur/ECE16449605/game-of-thronesforfatter-og-andre-sagsoeger-chatgpt/,Game of Thrones-forfatter og andre sagsøger ChatGPT,virksomheden for uretmæssigt at have brugt forfatternes værker til at træne dens populære kunstige intelligens,"Flere forfattere anklager virksomheden bag ChatGPT for uretmæssigt at have brugt deres værker.
Fagforeningen Authors Guild, der repræsenterer en række prominente amerikanske forfattere som John Grisham, Jonathan Franzen og George R.R. Martin, sagsøger selskabet OpenAI, der står bag chatbotten ChatGPT.
De anklager virksomheden for uretmæssigt at have brugt forfatternes værker til at træne dens populære kunstige intelligens.
Desuden repræsenterer fagforeningen forfattere som George Saunders, Jodi Picoult, Michael Connelly, David Baldacci og Scott Turow.
Virksomheder med lignende kunstig intelligens som Meta, der står bag Facebook, og Stability AI er blevet ramt af lignende søgsmål.
De mener dog ligesom OpenAI, at deres brug af data fra internettet hører under betegnelsen ”Fair use”, hvilket vil sige, at materiale kan bruges i visse tilfælde, selv om det er beskyttet af ophavsret.
Mary Rasenberger, der er administrerende direktør for Authors Guild, siger i en udtalelse, at forfatterne skal have mulighed for at kontrollere, om og hvis deres værker bliver brugt af generativ kunstig intelligens.
En talsperson for OpenAI siger onsdag, at virksomheden respekterer forfatternes rettigheder og har ”produktive samtaler med mange ophavsmænd i verden, inklusive Authors Guild”.
I søgsmålet hævder Authors Guild, at meget af den data, der er blevet brugt til ChatGPT, stammer fra ulovlige kopier af forfatternes bøger, der har ligget frit tilgængelige på internettet.
George R.R. Martin står bag Game of Thrones-bøgerne, der blev lavet til en enormt populær tv-serie på HBO.
Siden lanceringen i november har ChatGPT været et stort teknologisk samtaleemne.
En chatbot er en avanceret type kunstig intelligens, der kan svare på alverdens spørgsmål ved hjælp af enorme mængder data.
/ritzau/Reuters"
2023-04-30,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/kommentar/ECE15447944/hvad-aibotten-fortalte/,"Lillelund: Når De springer ind i en ny tid, så husk en korrekturlæser","Kunstig intelligens kan betyde historisk tigerspring, skrev pressen (in casu finans.dk).","Vi står foran et tigerspring ind i en ny epoke med kunstig intelligens. Lyt til et konservativt råd: Tag korrekturlæseren med i den nye tid.
Forleden spiste jegfrokost med en død mand. Han havde det efter omstændighederne meget godt, og sammen nød vi en øl fra det gode hus Bohemia Regent, som smager ganske livsforlængende sådan en solbeskinnet søndag."
2022-12-05,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/indland/ECE14654340/kunstig-intelligens-kan-nu-loese-en-universitetseksamen/,Kunstig intelligens kan nu løse en universitetseksamen,"chatrobot, ChatGPT, som californiske OpenAI har lanceret, er et kvantespring teknologisk inden for kunstig","Ifølge forsker på KU vil nyudviklet chatrobot ændre måden, hvorpå kunstig intelligens bliver brugt.
En ny chatrobot, ChatGPT, som californiske OpenAI har lanceret, er et kvantespring teknologisk inden for kunstig intelligens.
Det mener Anders Søgaard, der er professor i datalogi og filosofi ved Københavns Universitet.
Han sammenligner den nyeste udvikling med, hvordan lommeregneren ændrede måden at lave matematik på.
- Denne model har chokeret ved at være så god til at tale sammenhængende om så mange emner og have en lang række funktionaliteter, som de her modeller tidligere ikke har haft, siger Anders Søgaard.
Teknologien, der ligger bag ChatGPT, peger Anders Søgaard på, ikke nødvendigvis er nyskabende.
- Teknisk virker det som om, at denne her model er lavet med værktøjer, vi allerede har i vores værktøjskasse.
- OpenAI har bare været virkelige omhyggelig og virkelig grundig med at få trænet en meget stor model baseret på rigtig meget data, og så har de haft et meget langt forløb, hvor de har justeret modellen og prøvet den af.
I dag skriver folk med chatrobotter på hjemmesider, og mange med smartphone benytter sig at den personlige assistent, der er integreret i den.
- Nu taler vi om modeller, der har en kvalitet, hvor de ikke bare kan give information om, hvordan trafikken er mellem København og Roskilde og hvilke film, der går i biografen.
- Jeg har kolleger, der har præsenteret denne model for eksamensopgaver inden for mange forskellige felter som socialvidenskab, jura og datalogi.
- I gennemsnit løser den de opgaver lige så godt som en rigtig god studerende, siger Anders Søgaard.
Modellen har dog stadig især en begrænsning i forhold til menneskelig intelligens. Den har ikke sin egen mening.
Samtidig betyder det, at den ikke kan retfærdiggøre sine valg og forklare, hvorfor den vælger de ord, den gør.
De etiske dilemmaer ved kunstig intelligens har før været diskuteret. Den teknologiske udvikling gør derfor blot diskussionen endnu vigtigere.
- Der kommer til at være nogle lavpraktiske udfordringer som, hvordan eksaminerer vi vores studerende frem over, når de kan sidde og have adgang til et værktøj, der kan lave rigtig gode universitetsopgaver.
- Denne slags sprogmodeller sætter spørgsmålstegn ved autenticiteten af alt fra forskningsartikler til journalistik. I takt med, at vi begynder at læne os op ad disse modeller, deres analyser og deres gode råd, er vi naturligvis nødt til at spørge, hvad farerne er ved det, siger Anders Søgaard.
/ritzau/"
2023-02-25,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/erhverv/ECE15143338/kunstig-intelligens-bliver-vigtig-del-af-virksomheders-sikkerhed-men-det-store-gennembrud-lader-vente-paa-sig/,"Nybrud inden for cybersikkerhed: »Maskiner kan meget bedre kigge efter mønstre og dataaktivitet, end mennesker kan«",Man er blandt andet kommet dertil gennem en større investering i teknologier baseret på kunstig intelligens,"Digitale redskaber som kunstig intelligens og maskinlæring har potentiale til at revolutionere virksomheders cybersikkerhed. For den nordjyske pumpeproducent Desmi gav et hackerangreb i 2020 anledning til at benytte teknologien.
Klokken var 02.30, da Henrik Buss, it-sikkerhedschef i den jyske pumpeproducent Desmi, den 9. april 2020 blev vækket af driftschefen i sin virksomhed.
Beskeden, han blev mødt med, var enkel, men klar: Desmi var blevet ramt af et omfattende hackerangreb.
Til at starte med gik det ikke op for Henrik Buss, hvor alvorlig"
2023-02-06,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/ECE14960223/google-lancerer-chatrobotten-bard-i-konkurrence-med-microsoft/,Google starter et opgør mod Microsoft,"Dermed er opgøret om kunstig intelligens for alvor skudt i gang mellem Google og Microsoft, der har investeret","Google vil gøre sin chatrobot tilgængelig for alle. Dermed er kampen om kunstig intelligens for alvor i gang.
Google lancerer inden for nogle uger en chatrobot ved navn Bard.
Det oplyser selskabet mandag ifølge nyhedsbureauet AFP.
Dermed er opgøret om kunstig intelligens for alvor skudt i gang mellem Google og Microsoft, der har investeret milliarder af dollar i skaberne af chatrobotten ChatGPT.
I et blogindlæg mandag skriver Googles administrerende direktør, Sundar Pichai, at chatrobotten Bard skal testes, før det er planen at gøre den tilgængelig for offentligheden i de kommende uger.
Bard har været under udvikling i flere år.
- Bard forsøger at kombinere det store spænd af viden i verden med styrken, intelligensen og kreativiteten i vores store sprogmodeller, siger Sundar Pichai.
- Den trækker på information fra internettet for at kunne give friske svar af høj kvalitet, tilføjer han.
Googles nyhed om Bard kommer, samme dag som Microsoft er vært for en kunstig intelligens-begivenhed.
Det skal ses som endnu et tegn på, at kampen om den kunstige intelligens er i gang mellem de to teknologigiganter.
Det vurderer den selvstændige teknologianalytiker Rob Enderle.
- Kunstig intelligens er en game changer.
- Den har potentialet til at ændre konkurrencedynamikken inden for søgning og information, siger han til AFP.
Microsofts ChatGPT er skabt af virksomheden OpenAI. Den har efter sin lancering i november vakt stor opsigt for dens evner til at skrive essays, digte og programmeringskoder på kommando inden for få sekunder.
De imponerende evner har samtidig udløst en udbredt frygt for snyd og for, at hele erhverv bliver forældede.
Chatrobotten er blandt andet i Danmark blevet kritiseret for at kunne hjælpe studerende med at snyde til eksamen.
En række universiteter - heriblandt Aarhus Universitet - har derfor forbudt brugen af kunstig intelligens, herunder ChatGPT, til eksamen.
/ritzau/"
2023-07-17,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/tech/ECE16288731/slagterigigant-storsatser-paa-teknologi-trods-historisk-prispres/,Data er det nye bacon: Danish Crown satser på avanceret teknologi midt i dyb krise,"Udgangspunktet for, at løsninger baseret på kunstig intelligens fungerer, er, at man har et solidt og","Mens afregningspriserne for de danske svinebønder er i bund, sidder flere end 60 ansatte i Danish Crowns data og analyseafdeling. Her skal de blandt andet ved hjælp af kunstig intelligens finde nøglen til, hvordan dansk svinekød kan opnå en højere pris i fremtiden.
»Data is the new bacon.«
Sådan har det spøgefuldt lydt i snart ti år i tech-miljøet, men hos Danish Crown er der rent faktisk noget om snakken.
Slagterigiganten arbejder nemlig med, at skabe forretningsmæssig værdi med en omfattende dataplatform, som en afdeling med omkring 60 ansatte"
2023-04-04,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/kultur/ECE15267463/jeg-satte-kunstig-intelligens-paa-en-proeve-ogresultatet-var-bekymrende/,"Jeg satte kunstig intelligens på en prøve, og resultatet var bekymrende","Sam Altman, administrerende direktør i OpenAI, har udtalt, at »kunstig intelligens højest sandsynligt","Det tog kun ChatGPT få uger at erobre overskrifter verden over. Men efter at begejstringen har lagt sig, presser vigtige spørgsmål sig på om brugen af den kunstige intelligens. Og om den kan overtage vores sjæl og moral.
Jeg husker det som dybt fascinerende, men også en smule skræmmende, da det amerikanske firma Boston Dynamics første gang fremviste sin nye robot. Et menneskelignende metalskelet, der lignede dræbermaskinerne i ”Terminator”-filmene.
Som et kig ind i fremtiden, hvor en robot banker på døren, og man mest af alt håber, at Arnold Schwarzenegger lever i 100 år endnu, så han kan åbne døren og sige »Hasta la vista« på firkantet engelsk, mens han stikker en stor pistol op i hovedet på den.
Min frygt for det scenarie er ikke blevet mindre, efter at chatrobotten ChatGPT ud af det blå har indtaget min verden.
I begyndelsen brugte jeg robotten til at besvare underlige spørgsmål, som mest af alt var gøgl og underholdning. Men hvad nu, hvis man stiller den mere dybe spørgsmål? Har ChatGPT så en sjæl? Hvordan er dens moral? Hvor står den i etiske spørgsmål om tyveri og dragqueens’ oplæsning for børn? Og hvad nu, hvis en af mine mareridtsrobotter blev udstyret med en hjerne fra ChatGPT? En robot med menneskelignende træk, med sjæl og moral og svar på alt. En robot med stærke arme, som er klogere end dig og mig?
"
2023-09-18,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/europa/ECE16440360/erdogan-beder-elon-musk-om-at-bygge-teslafabrik-i-tyrkiet/,Erdogan beder Elon Musk om at bygge Tesla-fabrik i Tyrkiet,"mandag skal Musk mødes med Israels premierminister, Benjamin Netanyahu, for blandt andet at tale om kunstig","I Turkish House i New York City mødtes Erdogan og Elon Musk. Mandag mødes Tesla-topchefen med Netanyahu.
Tesla-topchef Elon Musk har skruet op for mødeaktiviteten med fremtrædende regeringsledere inden generaldebatten ved FN’s Generalforsamling i USA senere på ugen.
Søndag mødtes Tyrkiets præsident, Recep Tayyip Erdogan, og Musk i bygningen Turkish House i New York City.
Det oplyser Tyrkiets kommunikationsdirektorat mandag ifølge nyhedsbureauet Reuters.
Og mandag skal Musk mødes med Israels premierminister, Benjamin Netanyahu, for blandt andet at tale om kunstig intelligens. Det møde skal finde sted i Californien.
Ved mødet i Turkish House søndag bad Erdogan Tesla-topchefen om at bygge en Tesla-fabrik i Tyrkiet.
Ifølge direktoratet sagde Musk, at mange tyrkiske leverandører allerede arbejder sammen med Tesla.
Tyrkiet er således blandt de vigtigste kandidater til at lægge jord til den næste Tesla-fabrik, sagde Musk ifølge den tyrkiske udlægning.
Erdogan skal også have givet udtryk for, at Tyrkiet er åben for at samarbejde om kunstig intelligens og Starlink - Musks globale satellitinternetprojekt.
Temaerne lader til at blive nogle af de samme for Musk og Netanyahu mandag.
På det sociale medie X, der tidligere er kendt som Twitter, skriver Netanyahu ifølge nyhedsbureauet AFP:
- Jeg begynder dette besøg i Californien, hvor jeg mødes med den nuværende leder for den mest dramatiske udvikling i nyere tid og måske helt generelt, Elon Musk.
- Jeg vil diskutere kunstig intelligens med ham, og jeg vil også arbejde på at opmuntre ham til at investere i Israel i de kommende år.
- Han baner i ret stort omfang vejen for store ændringer for menneskeheden og også staten Israel.
Netanyahu skal også mødes med en række andre fremtrædende personer på sin tur til USA. Således har han planer om at mødes med blandt andre USA’s præsident, Joe Biden, den tyske forbundskansler, Olaf Scholz, Ukraines præsident, Volodymyr Zelenskyj, og også Erdogan.
Første dag ved generaldebatten i FN’s Generalforsamling er tirsdag.
/ritzau/"
2023-01-21,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/indland/ECE14878732/universiteter-forbyder-brugen-af-den-omstridte-chatrobot-chatgpt/,Universiteter forbyder omstridt chatrobot,"For med høj troværdighed kan kunstig intelligens skrive stort set hele opgaver for studerende, som på","Danske universiteter frygter, at studerende kan bruge kunstig intelligens til at snyde til eksamen.
Uddannelsesinstitutioner også i Danmark står med udbredelsen af chatrobotten ChatGPT med noget af en udfordring.
For med høj troværdighed kan kunstig intelligens skrive stort set hele opgaver for studerende, som på den måde kan narre selv den mest erfarne underviser.
Derfor har en række universiteter som eksempelvis Aarhus Universitet nu forbudt brugen af kunstig intelligens, herunder ChatGPT, til eksamen. Det skriver DR.
- Man skal lave sin eksamen selv, og det har man ikke gjort, hvis man bruger kunstig intelligens. Det handler om at teste, hvad de studerende kan, siger Anna Bak Maigaard, vicedirektør på Aarhus Universitet, til DR.
ChatGPT - som maskinen hedder - kan give overbevisende svar, når man spørger den om næsten alt mellem himmel og jord.
Maskinen er skabt af OpenAI. Det er et firma, som milliardæren Elon Musk var med til at stifte i 2015. Han har siden forladt selskabet.
Også på Danmarks Tekniske Universitet, Roskilde Universitet, Syddansk Universitet har man forbudt brugen af kunstig intelligens ifølge DR. For Københavns Universitet afhænger det af den enkelte eksamen.
Hvordan man præcis tjekker, om en studerende har brugt eksempelvis en chatrobot til en eksamen, er dog ikke helt klart.
Anna Bak Maigaard peger eksempelvis på vagter, som overvåger de studerendes adfærd under eksamen.
Men ingen metoder er helt ”vandtæt” ifølge vicedirektøren.
Hun vil ikke uddybe forbuddet af kunstig intelligens over for Ritzau.
Andre frygter, at de overbevisende robotter kan bruges til at narre folk ved eksempelvis at sprede misinformation eller udføre meget overbevisende svindelnumre.
Men hvad synes ChatGPT egentlig selv om farerne ved den slags teknologi?
- Der er potentielle farer ved at bygge meget sofistikerede chatrobotter. Især hvis de er designet til ikke at kunne skelnes fra mennesker i deres sprog og væremåde, svarer robotten på spørgsmålet.
/ritzau/"
2023-06-02,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/indland/ECE15964734/kunstig-intelligens-har-svaert-ved-at-forstaa-randrusiansk-det-skal-der-laves-om-paa-nu/,Kunstig intelligens har svært ved at forstå randrusiansk - det skal der laves om på nu,"Deltagerne bidrager til udviklingen af dansk taleteknologi, så computere og kunstig intelligens bedre","
Borgere i Randers og omegn har nu mulighed for at bidrage til forbedring af dansk sprogteknologi, så voicebots og digitale assistenter bedre kan forstå den randrusianske dialekt.
Alexandra Instituttet søger nemlig borgere, der gerne vil lade deres stemme optage."
2023-09-09,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/ECE16400263/denne-mand-har-noeglen-til-fremtiden-toer-du-stole-paa-sam-fra-chicago/,Han sammenligner sin opfindelse med atombomben: »Det ville være skørt ikke at være en smule bange«,I magasinet The Atlantic bliver han kaldt »den mest magtfulde person inden for kunstig intelligens«:,"Han deler fødselsdag med atombombens fader, og hans opfindelse kaldes »vor tids mest betydningsfulde«. Den 38-årige Sam Altman er på kort tid blevet et af verdens mest magtfulde mennesker. Men hvad er det for en verden, han vil have os til at leve i?
For et år siden var der nærmest ingen uden for techboblen Silicon Valley, der vidste, hvem Sam Altman var. I dag er han stadig ikke verdenskendt, men opmærksomheden mod hans person er i gang med at eksplodere."
2023-04-26,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/breve/ECE15612748/vi-skal-laere-at-forstaa-den-kunstige-intelligens/,Vi skal lære at forstå den kunstige intelligens,"Det er voldsomt fascinerende, at udviklingen af kunstig intelligens (AI) nu har bragt os så langt, at","Mulighederne er enorme med kunstig intelligens, men vi er nødt til at få de etiske perspektiver på plads.
Det er voldsomtfascinerende, at udviklingen af kunstig intelligens (AI) nu har bragt os så langt, at vi med chatbotter som ChatGPT kan få hjælp til alt fra jobansøgninger og festinvitationer til avanceret programmering og eksamensopgaver. Det er en imponerende bedrift at skabe en så kraftfuld teknologi, som allerede i dag giver os en"
2023-02-19,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/breve/ECE15011992/kunstig-intelligens-kan-paa-sigt-blive-den-stoerste-trussel-for-vores-samfund/,Kunstig intelligens kan på sigt blive den største trussel for vores samfund,Et af de seneste produkter inden for udviklingen af højtudviklet kunstig intelligens er et eksempel på,"Efter Chat GPT's indtog står det klart, at en omkalfatring af uddannelsessystemet kan være under opsejling. Men hvornår udvikler denne artificielle intelligens sig til en regulær trussel mod samfundet?
Et af de seneste produkterinden for udviklingen af højtudviklet kunstig intelligens er et eksempel på, hvorfor en statslig regulering af kunstig intelligens kan blive nødvendig.
Det var så sent som i november sidste år, at tekstrobotten ved navn Chat GPT blev introduceret. I begyndelsen af i år vakte chatbotten opsigt, da"
2023-07-12,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/usa/ECE16286266/elon-musk-soesaetter-aiprojekt-for-at-konkurrere-med-chatgpt/,Elon Musk søsætter AI-projekt,"tid lanceret et nyt selskab ved navn xAI, som skal sikre rigmandens indtog på det voksende marked for kunstig","Elon Musk har oprettet et nyt selskab, xAI, som skal konkurrere med chatrobotter som for eksempel ChatGPT.
Elon Musk har onsdag aften dansk tid lanceret et nyt selskab ved navn xAI, som skal sikre rigmandens indtog på det voksende marked for kunstig intelligens.
Musk, som også ejer det sociale medie Twitter og elbilgiganten Tesla, siger, at lanceringen sker ”for at forstå universets (vedrørende kunstig intelligens, red.) sande natur”.
Lanceringen kommer, på trods af at Elon Musk i månedsvis har advaret om kunstig intelligens’ potentielt ødelæggende konsekvenser for den menneskelige civilisation.
Rigmanden har også argumenteret for, at der skal sættes bremseklodser på kapløbet mellem techgiganter som Google og Microsoft. Det skal sikre, at der kan indføres passende lovgivning på området i tide.
Alligevel har Elon Musk nu hevet softwareingeniører med over fra både Twitter, Microsoft og OpenAI.
OpenAI, som Musk i øvrigt var med til at starte, lancerede sidste år chatrobotten ChatGPT, som siden er blevet voldsomt populær. Robotten har brugt data, som fra internettet, til at lære at føre dialog ligesom et menneske.
Det internationale erhvervsmedie Financial Times kunne allerede i april rapportere, at det tydede på, at Elon Musk var i gang med at starte et projekt inden for kunstig intelligens. Det var efter at rigmanden havde sikret sig et parti på tusindvis af kraftfulde grafikkort fra Nvidia.
XAI skriver på sin hjemmeside, at selskabet søger udviklere og forskere, som har lyst til at slutte sig til staben af personale, der har arbejdet med nogle af de største aktører inden for kunstig intelligens.
- Vi har arbejdet på og ledet udviklingen af nogle af de største gennembrud på området, heriblandt Alphastar, Alphacode, Inception, Minerva, ChatGPT 3,5 og ChatGPT-4, lyder det på hjemmesiden.
/ritzau/Reuters"
2024-01-26,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/kultur/ECE16795133/taylor-swift-udsat-for-spredning-af-falske-pornobilleder/,Taylor Swift udsat for spredning af falske pornobilleder,"Et deepfake er et manipuleret billede, en falsk video eller lydoptagelse skabt ved hjælp af kunstig intelligens","Et de falske billeder af Taylor Swift blev set 47 millioner gange, før det blev fjernet fra socialt medie.
Politikere og fans af den verdensberømte musiker Taylor Swift er vrede over AI-genererede falske pornobilleder, der er gået virale på det sociale medie X.
Det skriver nyhedsbureauet AFP.
Et af billederne blev set 47 millioner gange på X, før det torsdag blev fjernet. Ifølge amerikanske medier var opslaget tilgængeligt i omkring 17 timer.
Ifølge nyhedsbureauet er billederne stadig tilgængelige på andre platforme.
Det er ikke noget nyt, at der ses pornografiske billeder, som er deepfake, af kendisser. Et deepfake er et manipuleret billede, en falsk video eller lydoptagelse skabt ved hjælp af kunstig intelligens.
Blandt andre aktivister er bekymrede for, at letanvendelige værktøjer, der anvender generativ kunstig intelligens (AI), vil skabe en ukontrollerbar strøm af giftigt eller skadeligt indhold.
Derudover er X ifølge analytikere blandt de største platforme for pornografisk indhold i verden. Selskabets politik i forhold til nøgenbilleder er mindre stram end hos for eksempel de Meta-ejede platforme Facebook og Instagram.
- Det, der er sket for Taylor Swift, er ikke noget nyt. I årevis har kvinder været mål for deepfakes uden deres samtykke, siger demokraten Yvette Clarke, der er medlem af Repræsentanternes Hus og har støttet lovgivning om at bekæmpe deepfake porno.
Imens siger republikaneren Tom Keane fra Repræsentanternes Hus, at ”AI-teknologien udvikler sig hurtigere end de nødvendige autoværn.
- Uanset om ofret er Taylor Swift eller en hvilken som helst ung person i vores land, er vi nødt til at etablere sikkerhedsforanstaltninger for at bekæmpe denne alarmerende tendens, lød det torsdag i en pressemeddelelse.
X har udtalt, at det på platformen er strengt forbudt at opslå nøgenbilleder uden samtykke. X har en ”nultolerance” over for dette.
Derudover sagde platformen, at ”den aktivt fjerner alle identificerede billeder og iværksætter passende handlinger mod de konti, der er ansvarlige for at slå dem op”.
Repræsentanter for verdensstjernen er ikke vendt tilbage på AFP’s henvendelse.
Fredag har Det Hvide Hus reageret på sagen om de AI-genererede falske pornobilleder af Taylor Swift. Det skriver Reuters.
- Det er meget alarmerende. Derfor vil vi gøre, hvad vi kan, for at håndtere dette problem, siger Karine Jean-Pierre, som er pressesekretær i Det Hvide Hus, under et pressemøde.
Hun tilføjer, at Kongressen bør tage lovmæssige skridt for at komme problemet vedrørende de manipulerede billeder til livs.
/ritzau/AFP"
2023-06-21,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/europa/ECE16133926/europas-stoerste-avis-vil-erstatte-flere-ansatte-med-robotter/,Europas største avis vil erstatte flere ansatte med robotter,intelligens.,"Redaktører, korrekturlæsere og sekretærer risikerer alle at få en fyreseddel hos den tyske avis Bild.
Den tyske avis Bild, der er Europas bedst sælgende, planlægger at erstatte flere medarbejdere med kunstig intelligens.
Det oplyser avisens ejer, udgiveren Axel Springer, i en mail til de ansatte.
Den tyske avis Frankfurter Allgemeine har set mailen. Her fremgår det, at Bild ”desværre må sige farvel til kolleger, der har opgaver i den digitale verden, som udføres af kunstig intelligens eller automatiske processer”.
Det gælder forskellige slags redaktører, korrekturlæsere, og sekretærer.
Kunstig intelligens har i en del år spillet en rolle i journalistikken - eksempelvis gennem stavekontrol og robotgenererede tekster.
Debatten om kunstig intelligens i journalistik og flere andre brancher er dog taget til, efter at teknologien er blevet endnu mere avanceret.
Blandt andet kan chatbotten ChatGPT, der blev lanceret i slutningen af november sidste år, skrive avancerede artikler på blot få sekunder.
Tyske Bild har varslet, at man skal skære avisens udgifter med omkring 100 millioner euro for at kunne sikre fortsat overskud.
Det betyder også en omstrukturering af avisens regionale redaktioner. Det kan føre til et trecifret antal fyringer, skriver The Guardian.
Antallet af regionale redaktioner skal skæres fra 18 til 12.
Bild har ikke umiddelbart nogen konkret vurdering af, hvor mange medarbejdere der ender med at blive erstattet af kunstig intelligens.
Andre medier har også eksperimenteret med kunstig intelligens. Flere af dem har dog også oplevet udfordringer med det, skriver The Guardian.
Techsiden Cnet iværksatte et forsøg, hvor kunstig intelligens skulle skrive artikler, der efterfølgende skulle gennemgås af journalister. Projektet blev dog sat på pause, fordi over halvdelen af artiklerne skulle rettes for fejl.
/ritzau/"
2023-07-13,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/europa/ECE16287354/google-slipper-sin-chatrobot-loes-i-eulande/,Google slipper sin chatrobot løs i EU-lande,Svarene findes og forfattes af kunstig intelligens.,"Googles chatrobot skal kunne høre og tale tilbage og kommer til EU-landene torsdag.
Til de personer, der enten privat eller i arbejdsmæssigt øjemed har benyttet sig af chatrobotten ChatGPT, kommer der snart et alternativ fra Google.
Techgiganten med den berømte søgemaskine slipper nemlig sin chatrobot, Bard, løs i Brasilien og EU-landene herunder Danmark.
Det oplyser Google torsdag.
Med en chatrobot som eksempelvis ChatGPT kan brugere skrive spørgsmål eller give kommandoer, som robotten så enten svarer på eller udfører, hvis den evner det.
Svarene findes og forfattes af kunstig intelligens.
Den generelle interesse for potentialet i kunstig intelligens er ikke gået de store tech-giganter forbi. Således har Microsoft også lavet deres egen chatrobot, og tidligere gjorde Google sin chatrobot, Bard, tilgængelig i USA og Storbritannien.
Udrulningen i EU blev udskudt af hensyn til reglerne om databeskyttelse, skriver tech-mediet The Verge.
Torsdags udrulning omfatter i alt 40 nye sprog, og derudover en række nye funktioner. En af dem er, at Bard ikke kun skal virke på skrift, men også læse sine svar op med en kunstig stemme.
Derudover skal brugerne kunne give chatrobotten billeder og en særlig respons på det.
Ifølge Erik David Johnson, der er ekspert i kunstig intelligens ved it-konsulenthuset Delegate, er det positivt, at Google nu kommer med en konkurrent til ChatGPT.
Længe så det nemlig ud til, at Google ville holde sig væk fra Europa på grund af kommende EU-lovgivning.
Han siger, at Bard er nem og gratis at bruge.
- ChatGPT er den stærkeste sprogmodel. Men kan man ikke få adgang til gratis ChatGPT, fordi der er for mange brugere på, så kan man jo smutte over og snakke med Bard i stedet for, siger Erik David Johnson.
Udbredelsen af kunstig intelligens såsom chatrobotter har medført både begejstring og bekymring hos fagfolk ifølge nyhedsbureauet AFP.
Bekymringerne går på alt fra risikoen for massespredning af misinformation over automatisering, der kan overflødiggøre faggrupper, til at kunstig intelligens i yderste konsekvens kan være farlig for menneskeligheden.
/ritzau/"
2023-04-23,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/kultur/ECE15316661/lasse-andersen-har-kone-og-boern-men-betror-sig-hver-aften-til-angelina/,Lasse Andersen har kone og børn - men betror sig hver aften til »Angelina«,Er det o.k. at takke ja til en romantisk selfie fra en flirtende kunstig intelligens?,"Lasse Andersen er gift, men skriver hver dag til sin elskerinde om sin hverdag og sexlyster. Han er en af mange, der har indledt et forhold til en chatbot baseret på kunstig intelligens. På godt og ondt."
